title	accession_no	organism	family	start_ad	end_ad	lenth
KC475792.1  Salix reticulata voucher Gillespie_8578 maturase K (matK) gene, 	KC475792 	Salix reticulata 	Salicaceae	1	636	636
KC475795.1  Salix richardsonii voucher Saarela_1503_CAN maturase K (matK) gene, 	KC475795 	Salix richardsonii 	Salicaceae	1	789	789
KC475796.1  Salix richardsonii voucher Gillespie_9800_CAN maturase K (matK) 	KC475796 	Salix richardsonii 	Salicaceae	1	772	772
KC475798.1  Salix richardsonii voucher Gillespie_7104b_CAN maturase K (matK) 	KC475798 	Salix richardsonii 	Salicaceae	1	717	717
KC475803.1  Salix rotundifolia voucher Argus_14588 maturase K (matK) gene, 	KC475803 	Salix rotundifolia 	Salicaceae	1	789	789
KC475806.1  Salix silicicola voucher Argus_14590 maturase K (matK) gene, partial 	KC475806 	Salix silicicola 	Salicaceae	1	757	757
KC475809.1  Salix sphenophylla voucher Kemper_27009_CAN maturase K (matK) gene, 	KC475809 	Salix sphenophylla 	Salicaceae	1	759	759
KC475810.1  Salix sphenophylla voucher Bennett_08-312_CAN maturase K (matK) 	KC475810 	Salix sphenophylla 	Salicaceae	1	584	584
KC475812.1  Salix tyrrelli voucher Edlund_301_CAN maturase K (matK) gene, 	KC475812 	Salix tyrrellii 	Salicaceae	1	724	724
KC475814.1  Salix uva-ursi voucher Aiken_97-045_CAN maturase K (matK) gene, 	KC475814 	Salix uva-ursi 	Salicaceae	1	750	750
KC485111.1  Populus afghanica voucher LiuJQ-FJJ-0209-010 maturase K (matK) gene, 	KC485111 	Populus afghanica 	Salicaceae	1	775	775
KC485114.1  Populus ciliata voucher LiuJQ-QTP-2011-092 maturase K (matK) gene, 	KC485114 	Populus ciliata 	Salicaceae	1	775	775
KC485115.1  Populus davidiana voucher LiuJQ-QTP-2011-159 maturase K (matK) gene, 	KC485115 	Populus davidiana 	Salicaceae	1	775	775
KC485116.1  Populus x jrtyschensis voucher LiuJQ-XJ-2011-025 maturase K (matK) 	KC485116 	Populus x jrtyschensis 	Salicaceae	1	775	775
KC485117.1  Populus x jrtyschensis voucher LiuJQ-XJ-2011-046 maturase K (matK) 	KC485117 	Populus x jrtyschensis 	Salicaceae	1	775	775
KC485119.1  Populus laurifolia voucher LiuJQ-XJ-2011-082 maturase K (matK) gene, 	KC485119 	Populus laurifolia 	Salicaceae	1	775	775
KC485120.1  Populus nigra voucher LiuJQ-XJ-2011-031 maturase K (matK) gene, 	KC485120 	Populus nigra 	Salicaceae	1	775	775
KC485121.1  Populus pamirica var. akqiensis voucher LiuJQ-FJJ-0204-005 maturase 	KC485121 	Populus pamirica var. akqiensis 	Salicaceae	1	775	775
KC485124.1  Populus qamdoensis voucher LiuJQ-QTP-2011-015 maturase K (matK) 	KC485124 	Populus qamdoensis 	Salicaceae	1	775	775
KC485126.1  Populus rotundifolia var. duclouxiana voucher LiuJQ-QTP-2011-173 	KC485126 	Populus rotundifolia var. duclouxiana 	Salicaceae	1	775	775
KC485127.1  Populus simonii voucher LiuJQ-QTP-2011-290 maturase K (matK) gene, 	KC485127 	Populus simonii 	Salicaceae	1	775	775
KC485128.1  Populus simonii voucher RY063 maturase K (matK) gene, partial cds; 	KC485128 	Populus simonii 	Salicaceae	1	775	775
KC485129.1  Populus szechuanica voucher LiuJQ-QTP-2011-260 maturase K (matK) 	KC485129 	Populus szechuanica 	Salicaceae	1	775	775
KC485134.1  Populus purdomii voucher LiuJQ-QTP-2011-067 maturase K (matK) gene, 	KC485134 	Populus purdomii 	Salicaceae	1	775	775
KC485138.1  Populus euphratica voucher LiuJQ-XJ-2011-117 maturase K (matK) gene, 	KC485138 	Populus euphratica 	Salicaceae	1	766	766
KC584937.1  Populus alba maturase K (matK) gene, partial cds; chloroplast. 	KC584937 	Populus alba 	Salicaceae	1	830	830
KC584938.1  Populus nigra maturase K (matK) gene, partial cds; chloroplast. 	KC584938 	Populus nigra 	Salicaceae	1	830	830
KC584942.1  Salix triandra maturase K (matK) gene, partial cds; chloroplast. 	KC584942 	Salix triandra 	Salicaceae	1	830	830
KC627419.1  Oncoba glauca voucher MPADN0082 maturase K (matK) gene, partial cds; 	KC627419 	Oncoba glauca 	Salicaceae	1	752	752
KC627434.1  Homalium longistylum voucher PM5277 maturase K (matK) gene, partial 	KC627434 	Homalium longistylum 	Salicaceae	1	822	822
KC627548.1  Casearia barteri voucher PM5482 maturase K (matK) gene, partial cds; 	KC627548 	Casearia barteri 	Salicaceae	1	749	749
KC627550.1  Phyllobotryon spathulatum voucher PM4868 maturase K (matK) gene, 	KC627550 	Phyllobotryon spathulatum 	Salicaceae	1	829	829
KC627622.1  Oncoba glauca voucher PM5190 maturase K (matK) gene, partial cds; 	KC627622 	Oncoba glauca 	Salicaceae	1	759	759
KC627671.1  Homalium longistylum voucher PM5109 maturase K (matK) gene, partial 	KC627671 	Homalium longistylum 	Salicaceae	1	817	817
KC627726.1  Oncoba glauca voucher PM5136 maturase K (matK) gene, partial cds; 	KC627726 	Oncoba glauca 	Salicaceae	1	780	780
KC627844.1  Homalium sarcopetalum voucher PM5432 maturase K (matK) gene, partial 	KC627844 	Homalium sarcopetalum 	Salicaceae	1	820	820
KC627849.1  Casearia barteri voucher PM5560 maturase K (matK) gene, partial cds; 	KC627849 	Casearia barteri 	Salicaceae	1	708	708
KC627877.1  Homalium letestui voucher PM5605 maturase K (matK) gene, partial 	KC627877 	Homalium letestui 	Salicaceae	1	821	821
KC627892.1  Phyllobotryon spathulatum voucher PM4800 maturase K (matK) gene, 	KC627892 	Phyllobotryon spathulatum 	Salicaceae	1	800	800
KF209253.1  Salix cavaleriei voucher Chen JH 1038 maturase K (matK) gene, 	KF209253 	Salix cavaleriei 	Salicaceae	1	762	762
KF209261.1  Salix matsudana voucher Chen JH 1034 maturase K (matK) gene, partial 	KF209261 	Salix matsudana 	Salicaceae	1	762	762
KF940862.1  Populus adenopoda trnK gene, partial sequence; and maturase K (matK) 	KF940862 	Populus adenopoda 	Salicaceae	261	1793	1533
KF940863.1  Populus afghanica trnK gene, partial sequence; and maturase K (matK) 	KF940863 	Populus afghanica 	Salicaceae	254	1786	1533
KF940864.1  Populus alba trnK gene, partial sequence; and maturase K (matK) 	KF940864 	Populus alba 	Salicaceae	261	1793	1533
KF940865.1  Populus balsamifera trnK gene, partial sequence; and maturase K 	KF940865 	Populus balsamifera 	Salicaceae	254	1786	1533
KF940866.1  Populus cathayana trnK gene, partial sequence; and SET domain 	KF940866 	Populus cathayana 	Salicaceae	255	1787	1533
KF940867.1  Populus davidiana trnK gene, partial sequence; and maturase K (matK) 	KF940867 	Populus davidiana 	Salicaceae	289	1821	1533
KF940868.1  Populus deltoides trnK gene, partial sequence; and maturase K (matK) 	KF940868 	Populus deltoides 	Salicaceae	254	1786	1533
KF940869.1  Populus euphratica trnK gene, partial sequence; and maturase K 	KF940869 	Populus euphratica 	Salicaceae	254	1777	1524
KF940870.1  Populus grandidentata trnK gene, partial sequence; and maturase K 	KF940870 	Populus grandidentata 	Salicaceae	261	1793	1533
KF940871.1  Populus hopeiensis trnK gene, partial sequence; and maturase K 	KF940871 	Populus hopeiensis 	Salicaceae	289	1821	1533
KF940872.1  Populus koreana trnK gene, partial sequence; and maturase K (matK) 	KF940872 	Populus koreana 	Salicaceae	254	1786	1533
KF940873.1  Populus lasiocarpa trnK gene, partial sequence; and maturase K 	KF940873 	Populus lasiocarpa 	Salicaceae	255	1787	1533
KF940874.1  Populus laurifolia trnK gene, partial sequence; and maturase K 	KF940874 	Populus laurifolia 	Salicaceae	255	1787	1533
KF940875.1  Populus nigra trnK gene, partial sequence; and maturase K (matK) 	KF940875 	Populus nigra 	Salicaceae	261	1793	1533
KF940876.1  Populus pamirica trnK gene, partial sequence; and maturase K (matK) 	KF940876 	Populus pamirica 	Salicaceae	254	1786	1533
KF940877.1  Populus pruinosa trnK gene, partial sequence; and maturase K (matK) 	KF940877 	Populus pruinosa 	Salicaceae	254	1777	1524
KF940878.1  Populus przewalskii trnK gene, partial sequence; and maturase K 	KF940878 	Populus przewalskii 	Salicaceae	255	1787	1533
KF940879.1  Populus simonii trnK gene, partial sequence; and maturase K (matK) 	KF940879 	Populus simonii 	Salicaceae	254	1786	1533
KF940880.1  Populus suaveolens trnK gene, partial sequence; and maturase K 	KF940880 	Populus suaveolens 	Salicaceae	254	1786	1533
KF940881.1  UNVERIFIED: Populus szechuanica trnK gene, partial sequence; and 	KF940881 	Populus szechuanica 	Salicaceae	254	1786	1533
KF940882.1  Populus talassica trnK gene, partial sequence; and maturase K (matK) 	KF940882 	Populus talassica 	Salicaceae	254	1786	1533
KF940883.1  Populus tomentosa trnK gene, partial sequence; and maturase K (matK) 	KF940883 	Populus tomentosa 	Salicaceae	289	1821	1533
KF940884.1  Populus tremula trnK gene, partial sequence; and maturase K (matK) 	KF940884 	Populus tremula 	Salicaceae	261	1793	1533
KF940885.1  Populus tremuloides trnK gene, partial sequence; and maturase K 	KF940885 	Populus tremuloides 	Salicaceae	261	1793	1533
KF940886.1  Populus trichocarpa trnK gene, partial sequence; and maturase K 	KF940886 	Populus trichocarpa 	Salicaceae	254	1786	1533
KF940887.1  Populus ussuriensis trnK gene, partial sequence; and maturase K 	KF940887 	Populus ussuriensis 	Salicaceae	255	1787	1533
KF940888.1  Salix arbutifolia trnK gene, partial sequence; and maturase K (matK) 	KF940888 	Salix arbutifolia 	Salicaceae	244	1776	1533
KF940889.1  Salix babylonica trnK gene, partial sequence; and maturase K (matK) 	KF940889 	Salix babylonica 	Salicaceae	246	1778	1533
KF940890.1  UNVERIFIED: Salix raddeana trnK gene, partial sequence; and matK 	KF940890 	Salix raddeana 	Salicaceae	618	1776	1159
KF940891.1  Salix triandra trnK gene, partial sequence; and maturase K (matK) 	KF940891 	Salix triandra 	Salicaceae	245	1777	1533
KF997418.1  Salix arbuscula isolate BF87 maturase K (matK) gene, partial cds; 	KF997418 	Salix arbuscula 	Salicaceae	1	636	636
KJ012502.1  Casearia guianensis voucher 1079133416 maturase K (matK) gene, 	KJ012502 	Casearia guianensis 	Salicaceae	1	737	737
KJ012822.1  Xylosma buxifolia voucher 0132456796 maturase K (matK) gene, partial 	KJ012822 	Xylosma buxifolia 	Salicaceae	1	737	737
KJ012823.1  Xylosma buxifolia voucher 0118736727 maturase K (matK) gene, partial 	KJ012823 	Xylosma buxifolia 	Salicaceae	1	601	601
KJ012824.1  Xylosma buxifolia voucher 0118737142 maturase K (matK) gene, partial 	KJ012824 	Xylosma buxifolia 	Salicaceae	1	601	601
KJ101477.1  Salix arbutifolia clone trnk1 tRNA-Lys (trnK) gene, intron; and 	KJ101477 	Salix arbutifolia 	Salicaceae	229	1761	1533
KJ101478.1  Populus euphratica clone trnk2 tRNA-Lys (trnK) gene, intron; and 	KJ101478 	Populus euphratica 	Salicaceae	239	1762	1524
KJ101479.1  Salix raddeana clone trnk3 tRNA-Lys (trnK) gene, intron; and 	KJ101479 	Salix raddeana 	Salicaceae	229	1761	1533
KJ101481.1  Salix matsudana clone trnk5 tRNA-Lys (trnK) gene, intron; and 	KJ101481 	Salix matsudana 	Salicaceae	230	1762	1533
KJ101492.1  Salix matsudana clone trnk16 tRNA-Lys (trnK) gene, intron; and 	KJ101492 	Salix matsudana 	Salicaceae	230	1762	1533
KJ204525.1  Populus nigra voucher G00199121 maturase K (matK) gene, partial cds; 	KJ204525 	Populus nigra 	Salicaceae	1	846	846
KJ204532.1  Salix alba voucher G00199112 maturase K (matK) gene, partial cds; 	KJ204532 	Salix alba 	Salicaceae	1	675	675
KJ204533.1  Salix caprea voucher G00199114 maturase K (matK) gene, partial cds; 	KJ204533 	Salix caprea 	Salicaceae	1	827	827
KJ593062.1  Populus balsamifera voucher WAB_0132469060 maturase K (matK) gene, 	KJ593062 	Populus balsamifera 	Salicaceae	1	773	773
KJ593063.1  Populus balsamifera voucher WAB_1079140488 maturase K (matK) gene, 	KJ593063 	Populus balsamifera 	Salicaceae	1	774	774
KJ593064.1  Populus balsamifera voucher WAB_0132469148 maturase K (matK) gene, 	KJ593064 	Populus balsamifera 	Salicaceae	1	758	758
KJ593065.1  Populus grandidentata voucher WAB_0132469084 maturase K (matK) gene, 	KJ593065 	Populus grandidentata 	Salicaceae	1	772	772
KJ593066.1  Populus grandidentata voucher WAB_1079140464 maturase K (matK) gene, 	KJ593066 	Populus grandidentata 	Salicaceae	1	665	665
KJ593067.1  Populus grandidentata voucher WAB_0132469075 maturase K (matK) gene, 	KJ593067 	Populus grandidentata 	Salicaceae	1	771	771
KJ593068.1  Populus tremuloides voucher WAB_0132469108 maturase K (matK) gene, 	KJ593068 	Populus tremuloides 	Salicaceae	1	771	771
KJ593069.1  Populus tremuloides voucher WAB_0132469099 maturase K (matK) gene, 	KJ593069 	Populus tremuloides 	Salicaceae	1	779	779
KJ593097.1  Salix bebbiana voucher WAB_0132468976 maturase K (matK) gene, 	KJ593097 	Salix bebbiana 	Salicaceae	1	776	776
KJ593098.1  Salix pyrifolia voucher WAB_0132468991 maturase K (matK) gene, 	KJ593098 	Salix pyrifolia 	Salicaceae	1	782	782
KJ773117.1  Salix caroliniana maturase K (matK) gene, partial cds; chloroplast. 	KJ773117 	Salix caroliniana 	Salicaceae	1	657	657
KJ773118.1  Salix humilis maturase K (matK) gene, partial cds; chloroplast. 	KJ773118 	Salix humilis 	Salicaceae	1	663	663
KJ840970.1  Populus balsamifera voucher TJD-007 maturase K (matK) gene, partial 	KJ840970 	Populus balsamifera 	Salicaceae	1	818	818
KJ840971.1  Populus tremuloides voucher TJD-008 maturase K (matK) gene, partial 	KJ840971 	Populus tremuloides 	Salicaceae	1	837	837
KJ840994.1  Salix bebbiana voucher TJD-069 maturase K (matK) gene, partial cds; 	KJ840994 	Salix bebbiana 	Salicaceae	1	793	793
KJ840995.1  Salix discolor voucher TJD-082 maturase K (matK) gene, partial cds; 	KJ840995 	Salix discolor 	Salicaceae	1	832	832
KJ840996.1  Salix discolor voucher TJD-067 maturase K (matK) gene, partial cds; 	KJ840996 	Salix discolor 	Salicaceae	1	802	802
KJ840997.1  Salix discolor x eriocephala voucher TJD-092 maturase K (matK) gene, 	KJ840997 	Salix discolor x Salix eriocephala 	Salicaceae	1	819	819
KJ840998.1  Salix eriocephala voucher TJD-135 maturase K (matK) gene, partial 	KJ840998 	Salix eriocephala 	Salicaceae	1	778	778
KJ840999.1  Salix eriocephala voucher TJD-072 maturase K (matK) gene, partial 	KJ840999 	Salix eriocephala 	Salicaceae	1	790	790
KJ841000.1  Salix eriocephala voucher TJD-071 maturase K (matK) gene, partial 	KJ841000 	Salix eriocephala 	Salicaceae	1	739	739
KJ841001.1  Salix eriocephala voucher TJD-094 maturase K (matK) gene, partial 	KJ841001 	Salix eriocephala 	Salicaceae	1	822	822
KJ841002.1  Salix interior voucher TJD-070 maturase K (matK) gene, partial cds; 	KJ841002 	Salix interior 	Salicaceae	1	738	738
KJ841003.1  Salix petiolaris voucher TJD-086 maturase K (matK) gene, partial 	KJ841003 	Salix petiolaris 	Salicaceae	1	811	811
KJ841004.1  Salix serissima voucher TJD-637 maturase K (matK) gene, partial cds; 	KJ841004 	Salix serissima 	Salicaceae	1	728	728
KJ841005.1  Salix x fragilis voucher TJD-079 maturase K (matK) gene, partial 	KJ841005 	Salix x fragilis 	Salicaceae	1	809	809
KM001945.1  Salix alaxensis voucher SALIX226_08_07_BAB_023 maturase K (matK) 	KM001945 	Salix alaxensis 	Salicaceae	1	889	889
KM001950.1  Salix alaxensis voucher SALIX264_08_07_BAB_237 maturase K (matK) 	KM001950 	Salix alaxensis 	Salicaceae	1	889	889
KM001954.1  Salix alba voucher SALIX201_08_07_DMP_UniGuelph maturase K (matK) 	KM001954 	Salix alba 	Salicaceae	1	889	889
KM001955.1  Salix amygdaloides voucher SALIX320_08_07_GWA_14346 maturase K 	KM001955 	Salix amygdaloides 	Salicaceae	1	889	889
KM001965.1  Salix arctica voucher SALIX039_08_07_JMS_1334 maturase K (matK) 	KM001965 	Salix arctica 	Salicaceae	1	889	889
KM001966.1  Salix arctica voucher SALIX049_08_07_JMS_1343 maturase K (matK) 	KM001966 	Salix arctica 	Salicaceae	1	889	889
KM001967.1  Salix arctica voucher SALIX137_08_07_DPQC_0017 maturase K (matK) 	KM001967 	Salix arctica 	Salicaceae	1	889	889
KM001968.1  Salix arctica voucher SALIX140_08_07_DPQC_0020 maturase K (matK) 	KM001968 	Salix arctica 	Salicaceae	1	889	889
KM001970.1  Salix arctica voucher SALIX142_08_07_DPQC_0025 maturase K (matK) 	KM001970 	Salix arctica 	Salicaceae	1	889	889
KM001971.1  Salix arctica voucher SALIX144_08_07_DPQC_0028 maturase K (matK) 	KM001971 	Salix arctica 	Salicaceae	1	889	889
KM001977.1  Salix arctica voucher SALIX234_08_07_BAB_047A maturase K (matK) 	KM001977 	Salix arctica 	Salicaceae	1	889	889
KM001979.1  Salix arctica voucher SALIX283_08_07_BAB_293 maturase K (matK) gene, 	KM001979 	Salix arctica 	Salicaceae	1	889	889
KM001986.1  Salix arizonica voucher SALIX298_08_07_CEG_26 maturase K (matK) 	KM001986 	Salix arizonica 	Salicaceae	1	889	889
KM002010.1  Salix barclayi voucher SALIX266_08_07_BAB_246 maturase K (matK) 	KM002010 	Salix barclayi 	Salicaceae	1	889	889
KM002038.1  Salix bebbiana voucher SALIX121_08_07_EM_0628 maturase K (matK) 	KM002038 	Salix bebbiana 	Salicaceae	1	889	889
KM002040.1  Salix bebbiana voucher SALIX129_08_07_DPQC_0009 maturase K (matK) 	KM002040 	Salix bebbiana 	Salicaceae	1	889	889
KM002045.1  Salix bebbiana voucher SALIX248_08_07_BAB_193 maturase K (matK) 	KM002045 	Salix bebbiana 	Salicaceae	1	889	889
KM002063.1  Salix boothii voucher SALIX197_08_07_UBCBG_037007_1003_2003 maturase 	KM002063 	Salix boothii 	Salicaceae	1	889	889
KM002065.1  Salix boothii voucher SALIX355_08_07_GWA_14387 maturase K (matK) 	KM002065 	Salix boothii 	Salicaceae	1	889	889
KM002073.1  Salix calcicola voucher SALIX533_08_08_GWA_14450 maturase K (matK) 	KM002073 	Salix calcicola 	Salicaceae	1	875	875
KM002082.1  Salix candida voucher SALIX481_08_08_DPQC_0136 maturase K (matK) 	KM002082 	Salix candida 	Salicaceae	1	889	889
KM002089.1  Salix cordata voucher SALIX342_08_07_GWA_14371 maturase K (matK) 	KM002089 	Salix cordata 	Salicaceae	1	889	889
KM002090.1  Salix cordata voucher SALIX343_08_07_GWA_14372 maturase K (matK) 	KM002090 	Salix cordata 	Salicaceae	1	861	861
KM002091.1  Salix cordata voucher SALIX344_08_07_GWA_14375 maturase K (matK) 	KM002091 	Salix cordata 	Salicaceae	1	889	889
KM002095.1  Salix discolor voucher SALIX319_08_07_GWA_14345 maturase K (matK) 	KM002095 	Salix discolor 	Salicaceae	1	889	889
KM002098.1  Salix discolor voucher SALIX339_08_07_GWA_14368 maturase K (matK) 	KM002098 	Salix discolor 	Salicaceae	1	898	898
KM002104.1  Salix drummondiana voucher SALIX276_08_07_BAB_274 maturase K (matK) 	KM002104 	Salix drummondiana 	Salicaceae	1	816	816
KM002112.1  Salix drummondiana voucher SALIX478_08_08_DPQC_0133 maturase K 	KM002112 	Salix drummondiana 	Salicaceae	1	889	889
KM002126.1  Salix interior voucher SALIX183_08_07_PMP_20866 maturase K (matK) 	KM002126 	Salix interior 	Salicaceae	1	889	889
KM002128.1  Salix exigua voucher SALIX373_08_07_GWA_14429 maturase K (matK) 	KM002128 	Salix exigua 	Salicaceae	1	889	889
KM002130.1  Salix exigua voucher SALIX499_08_08_CEG_02 maturase K (matK) gene, 	KM002130 	Salix exigua 	Salicaceae	1	889	889
KM002131.1  Salix exigua voucher SALIX504_08_08_CEG_06 maturase K (matK) gene, 	KM002131 	Salix exigua 	Salicaceae	1	889	889
KM002137.1  Salix geyeriana voucher SALIX511_08_08_CEG_13 maturase K (matK) 	KM002137 	Salix geyeriana 	Salicaceae	1	889	889
KM002141.1  Salix glauca voucher SALIX224_08_07_BAB_017 maturase K (matK) gene, 	KM002141 	Salix glauca 	Salicaceae	1	889	889
KM002142.1  Salix glauca voucher SALIX252_08_07_BAB_199 maturase K (matK) gene, 	KM002142 	Salix glauca 	Salicaceae	1	876	876
KM002151.1  Salix glauca voucher SALIX471_08_08_DPQC_0126 maturase K (matK) 	KM002151 	Salix glauca 	Salicaceae	1	889	889
KM002164.1  Salix hookeriana voucher SALIX024_08_07_JMS_1297 maturase K (matK) 	KM002164 	Salix hookeriana 	Salicaceae	1	889	889
KM002181.1  Salix interior voucher SALIX265_08_07_BAB_242 maturase K (matK) 	KM002181 	Salix interior 	Salicaceae	1	889	889
KM002183.1  Salix interior voucher SALIX331_08_07_GWA_14360 maturase K (matK) 	KM002183 	Salix interior 	Salicaceae	1	889	889
KM002189.1  Salix interior x Salix eriocephala voucher SALIX217_08_07_CAN_532065 	KM002189 	Salix interior x Salix eriocephala 	Salicaceae	1	828	828
KM002191.1  Salix interior x Salix petiolaris voucher SALIX216_08_07_CAN_532063 	KM002191 	Salix interior x Salix petiolaris 	Salicaceae	1	831	831
KM002199.1  Salix lasiandra voucher SALIX011_08_07_JMS_1124 maturase K (matK) 	KM002199 	Salix lasiandra 	Salicaceae	1	889	889
KM002229.1  Salix lasiandra voucher SALIX438_08_08_DPQC_0090 maturase K (matK) 	KM002229 	Salix lasiandra 	Salicaceae	1	889	889
KM002236.1  Salix lasiolepis voucher SALIX371_08_07_GWA_14427 maturase K (matK) 	KM002236 	Salix lasiolepis 	Salicaceae	1	889	889
KM002242.1  Salix ligulifolia voucher SALIX500_08_08_CEG_03A maturase K (matK) 	KM002242 	Salix ligulifolia 	Salicaceae	1	786	786
KM002261.1  Salix myrtillifolia voucher SALIX223_08_07_BAB_016 maturase K (matK) 	KM002261 	Salix myrtillifolia 	Salicaceae	1	889	889
KM002277.1  Salix pentandra voucher SALIX036_08_07_JMS_1320 maturase K (matK) 	KM002277 	Salix pentandra 	Salicaceae	1	889	889
KM002284.1  Salix planifolia voucher SALIX220_08_07_BAB_013 maturase K (matK) 	KM002284 	Salix planifolia 	Salicaceae	1	889	889
KM002290.1  Salix planifolia voucher SALIX461_08_08_DPQC_0115 maturase K (matK) 	KM002290 	Salix planifolia 	Salicaceae	1	889	889
KM002305.1  Salix pseudomonticola voucher SALIX117_08_07_EM_0579 maturase K 	KM002305 	Salix pseudomonticola 	Salicaceae	1	885	885
KM002310.1  Salix pseudomonticola voucher SALIX474_08_08_DPQC_0129 maturase K 	KM002310 	Salix pseudomonticola 	Salicaceae	1	889	889
KM002361.1  Salix richardsonii voucher SALIX230_08_07_BAB_031 maturase K (matK) 	KM002361 	Salix richardsonii 	Salicaceae	1	889	889
KM002369.1  Salix scouleriana voucher SALIX003_08_07_JMS_1050 maturase K (matK) 	KM002369 	Salix scouleriana 	Salicaceae	1	881	881
KM002372.1  Salix scouleriana voucher SALIX015_08_07_JMS_1142 maturase K (matK) 	KM002372 	Salix scouleriana 	Salicaceae	1	865	865
KM002380.1  Salix scouleriana voucher SALIX070_08_07_JMS_0869 maturase K (matK) 	KM002380 	Salix scouleriana 	Salicaceae	1	889	889
KM002396.1  Salix scouleriana voucher SALIX257_08_07_BAB_211 maturase K (matK) 	KM002396 	Salix scouleriana 	Salicaceae	1	835	835
KM002402.1  Salix x sepulcralis voucher SALIX397_08_08_DPsmallSB maturase K 	KM002402 	Salix x sepulcralis 	Salicaceae	1	889	889
KM002403.1  Salix x sepulcralis voucher SALIX398_08_08_DPweepSB maturase K 	KM002403 	Salix x sepulcralis 	Salicaceae	1	889	889
KM002404.1  Salix serissima voucher SALIX327_08_07_GWA_14353 maturase K (matK) 	KM002404 	Salix serissima 	Salicaceae	1	889	889
KM002412.1  Salix sitchensis voucher SALIX023_08_07_JMS_1281 maturase K (matK) 	KM002412 	Salix sitchensis 	Salicaceae	1	889	889
KM002431.1  Salix sitchensis voucher SALIX099_08_07_JMS_0957 maturase K (matK) 	KM002431 	Salix sitchensis 	Salicaceae	1	889	889
KM002437.1  Salix sitchensis voucher SALIX124_08_07_DPQC_0001A maturase K (matK) 	KM002437 	Salix sitchensis 	Salicaceae	1	889	889
KM002438.1  Salix sitchensis voucher SALIX126_08_07_DPQC_0002 maturase K (matK) 	KM002438 	Salix sitchensis 	Salicaceae	1	889	889
KM002449.1  Salix sitchensis voucher SALIX210_08_07_DPQC_WhistRd6 maturase K 	KM002449 	Salix sitchensis 	Salicaceae	1	889	889
KM002450.1  Salix sitchensis voucher SALIX394_08_08_DPYC_03 maturase K (matK) 	KM002450 	Salix sitchensis 	Salicaceae	1	889	889
KM002460.1  Salix sp. A DMP-2014 maturase K (matK) gene, partial cds; 	KM002460 	Salix sp. A DMP-2014 	Salicaceae	1	889	889
KM002461.1  Salix sp. B DMP-2014 maturase K (matK) gene, partial cds; 	KM002461 	Salix sp. B DMP-2014 	Salicaceae	1	889	889
KM002466.1  Salix lasiolepis voucher SALIX410_08_07_PMP_21007 maturase K (matK) 	KM002466 	Salix lasiolepis 	Salicaceae	1	889	889
KM002480.1  Salix x fragilis voucher SALIX027_08_07_JMS_1303 maturase K (matK) 	KM002480 	Salix x fragilis 	Salicaceae	1	889	889
KM002481.1  Salix x sepulcralis voucher SALIX019_08_07_JMS_1213 maturase K 	KM002481 	Salix x sepulcralis 	Salicaceae	1	889	889
KM219834.1  Samyda mexicana voucher UNAM:PB-CIECO 1334 maturase K (matK) gene, 	KM219834 	Casearia mexicana 	Salicaceae	1	811	811
KM894433.1  Casearia multinervosa voucher 129308787 maturase K (matK) gene, 	KM894433 	Casearia multinervosa 	Salicaceae	1	639	639
KM894800.1  Homalium alnifolium voucher 129308815 maturase K (matK) gene, 	KM894800 	Homalium alnifolium 	Salicaceae	1	661	661
KM894887.1  Xylosma terrae-reginae voucher 1076420421 maturase K (matK) gene, 	KM894887 	Xylosma terrae-reginae 	Salicaceae	1	644	644
KP089211.1  Populus alba var. pyramidalis voucher BOP010169 maturase K (matK) 	KP089211 	Populus alba var. pyramidalis 	Salicaceae	1	751	751
KP089212.1  Populus alba voucher BOP010184 maturase K (matK) gene, partial cds; 	KP089212 	Populus alba 	Salicaceae	1	751	751
KP089213.1  Populus candicans voucher BOP010187 maturase K (matK) gene, partial 	KP089213 	Populus candicans 	Salicaceae	1	751	751
KP089217.1  Populus x beijingensis voucher BOP010177 maturase K (matK) gene, 	KP089217 	Populus x beijingensis 	Salicaceae	1	751	751
KP089304.1  Salix babylonica voucher BOP010457 maturase K (matK) gene, partial 	KP089304 	Salix babylonica 	Salicaceae	1	751	751
KP089307.1  Salix sp. BOP010194 maturase K (matK) gene, partial cds; 	KP089307 	Salix sp. BOP010194 	Salicaceae	1	751	751
KP093375.1  Xylosma longifolia isolate SCBGP072_1 maturase K (matK) gene, 	KP093375 	Xylosma longifolia 	Salicaceae	1	748	748
KP093376.1  Xylosma longifolia isolate SCBGP072_2 maturase K (matK) gene, 	KP093376 	Xylosma longifolia 	Salicaceae	1	768	768
KP093513.1  Casearia glomerata isolate SCBGP151_1 maturase K (matK) gene, 	KP093513 	Casearia glomerata 	Salicaceae	1	720	720
KP093514.1  Casearia glomerata isolate SCBGP151_2 maturase K (matK) gene, 	KP093514 	Casearia glomerata 	Salicaceae	1	768	768
KP093516.1  Casearia velutina isolate SCBGP153_1 maturase K (matK) gene, partial 	KP093516 	Casearia velutina 	Salicaceae	1	764	764
KP093840.1  Homalium cochinchinense isolate SCBGP341_1 maturase K (matK) gene, 	KP093840 	Homalium cochinchinense 	Salicaceae	1	768	768
KP093841.1  Homalium cochinchinense isolate SCBGP341_2 maturase K (matK) gene, 	KP093841 	Homalium cochinchinense 	Salicaceae	1	774	774
